Company,Professional_Fees_Billed,Direct_Consultant_Salaries,Contribution_Margin,Corporate_Overheads,Net_Income,ROI_Metric
Gothi Plascon,4.38,0.63,3.75,1.3199999999999998,1.53,17.17
Balu Forge,559.86,13.48,546.38,427.25,93.67,29.95
Patel Engineerin,4544.11,354.04,4190.07,3499.79,290.24,13.89
Inani Marbles,56.2,5.64,50.56,45.57,1.57,5.46
Gemstone Invest.,2.11,0.05,2.06,1.56,0.35,2.06
EL Forge,68.32,9.91,58.41,53.42999999999999,71.12,
Alicon Cast.,1559.37,199.99,1359.3799999999999,1164.07,61.28,14.52
Diligent Indust.,122.29,0.53,121.76,117.06,2.03,7.35
Epsom Properties,0.0,0.03,-0.03,0.27,-0.38,-428.57
Alfavision Overs,3.13,0.3,2.83,1.87,0.28,0.56
Emami,3578.09,395.64,3182.4500000000003,2236.6400000000003,724.14,32.56
Turner Industrie,0.0,0.02,-0.02,0.039999999999999994,-0.06,-12.37
Associated Cera.,40.55,6.99,33.559999999999995,28.669999999999995,0.86,6.16
SKP Securities,30.88,6.12,24.759999999999998,12.389999999999999,8.65,30.32
Mefcom Capital,232.85,0.45,232.4,223.5,8.45,41.14
Arman Financial,661.46,71.59,589.87,94.95999999999998,173.57,21.89
Glance Finance,23.23,0.47,22.76,12.21,1.94,10.95
Shilchar Tech.,396.88,14.13,382.75,269.45,91.89,74.63
Tradewell Hold,31.66,0.43,31.23,28.05,2.47,46.33
Spright Agro,72.47,0.17,72.3,59.739999999999995,11.62,38.62
Nalin Lease Fin.,6.66,0.91,5.75,1.04,3.85,17.21
Manappuram Fin.,8848.01,1597.32,7250.6900000000005,1251.1000000000004,2197.48,13.75
RTS Power Corpn.,140.46,4.06,136.4,129.0,4.13,5.54
Comfort Intech,157.15,2.26,154.89000000000001,145.32000000000002,17.08,6.51
Mayur Floorings,4.24,0.3,3.9400000000000004,3.5900000000000003,0.07,3.57
Deco-Mica,77.27,9.53,67.74,61.16,2.31,13.45
Rander Corpn.,3.96,0.14,3.82,1.31,1.84,11.07
Rasi Electrodes,83.83,4.52,79.31,75.24000000000001,3.2,13.05
CitiPort Fin.,0.39,0.17,0.22,0.11,0.03,3.55
Dhruva Cap.Serv.,1.15,0.11,1.0399999999999998,0.12999999999999978,4.26,62.4
Linc,501.89,74.66,427.23,371.40000000000003,34.11,23.91
Prima Industries,7.94,1.84,6.1000000000000005,6.0200000000000005,0.46,4.42
Aneri Fincap,0.98,0.0,0.98,34.989999999999995,-34.02,-620.05
Optimus Finance,109.87,4.57,105.30000000000001,96.99000000000001,8.23,16.61
Paragon Finance,3.54,1.76,1.78,0.69,0.86,3.65
Pratiksha Chem.,10.3,1.32,8.98,8.290000000000001,0.05,5.97
Esha Media,0.14,0.06,0.08000000000000002,0.16000000000000003,-0.09,-16.82
Refex Renewables,76.09,11.16,64.93,32.040000000000006,-34.42,4.53
Progrex Ventures,0.0,0.06,-0.06,0.06,-0.11,-1.46
Nikki Glob.Fin.,0.0,0.05,-0.05,0.09999999999999999,-0.15,-7.83
Radhe Develop.,6.76,1.68,5.08,8.02,-4.63,-4.55
Kinetic Trust,0.48,0.07,0.41,0.16999999999999998,0.09,2.58
Elixir Capital,32.54,4.94,27.599999999999998,2.299999999999997,20.96,36.75
Trishakti Indus,134.91,0.82,134.09,132.52,0.7,
Marble City,70.26,3.97,66.29,61.980000000000004,-0.48,7.93
Cindrella Fin.,0.21,0.02,0.19,0.07,0.36,3.83
National Plastic,269.22,16.01,253.21000000000004,230.30000000000004,8.42,18.05
Lead Financial S,0.54,0.1,0.44000000000000006,0.11000000000000004,0.25,5.67
National Fitting,76.53,10.55,65.98,54.720000000000006,5.84,12.39
Artefact Project,24.17,7.87,16.3,13.420000000000002,5.23,9.95
DHP India,53.22,11.72,41.5,34.05,26.4,2.31
RRIL,95.21,7.42,87.78999999999999,81.77999999999999,5.75,8.03
Available Fin.,0.55,0.1,0.45000000000000007,0.1600000000000001,118.83,0.03
Integra Capital,1.25,0.08,1.17,0.19999999999999996,0.96,22.51
Maruti Sec.,0.0,0.08,-0.08,0.15999999999999998,-0.24,-2.24
Roselabs Finance,1.14,0.05,1.0899999999999999,1.2599999999999998,-0.13,-162.5
Charms Industrie,0.39,0.06,0.33,0.47000000000000003,-0.13,-24.53
Kretto Syscon,0.0,0.11,-0.11,0.25,0.25,1.99
Vikalp Securitie,0.0,0.08,-0.08,0.15999999999999998,0.02,0.46
Zydus Wellness,2327.8,193.4,2134.4,1826.2,266.9,5.37
Milestone Global,15.51,1.31,14.2,13.149999999999999,0.73,10.89
Bervin Invest.,0.0,0.16,-0.16,0.21,8.62,26.34
Container Corpn.,8653.41,463.13,8190.28,6232.34,1262.09,13.69
Eastern Treads,59.53,9.64,49.89,49.06,-2.95,-0.59
Choice Intl.,750.68,221.05,529.6299999999999,310.5099999999999,130.86,24.8
Shriram AMC,8.01,7.72,0.29000000000000004,5.18,-6.86,-7.25
Golech.Glob.Fin.,17.47,0.1,17.369999999999997,15.559999999999997,1.48,22.97
Ekansh Concept,43.4,13.6,29.799999999999997,33.099999999999994,-3.3,4.7
Centenial Surgic,51.19,11.33,39.86,34.86,1.13,10.22
Arih.Found.Hsg.,124.08,7.03,117.05,92.00999999999999,13.51,11.23
Hasti Finance,0.45,0.02,0.43,0.96,-0.51,-2.62
Upsurge Invest.,58.06,0.63,57.43,44.08,11.27,29.48
Padam Cotton,0.0,0.09,-0.09,1.5499999999999998,1.65,-24.63
Pagaria Energy,0.0,0.04,-0.04,0.07999999999999999,0.05,1.11
Polycon Intl.,23.02,2.2,20.82,17.69,0.06,6.14
G G Automotive,95.28,10.36,84.92,72.87,4.43,14.84
Almondz Global,116.29,31.44,84.85000000000001,69.54,34.08,9.85
ANS Industries,0.0,0.4,-0.4,0.10999999999999999,-0.37,-4.42
Radix Industries,33.0,0.41,32.59,29.260000000000005,2.23,16.65
Narendra Prop.,18.63,0.53,18.099999999999998,15.949999999999998,2.25,8.16
Mega Corp.,3.83,0.38,3.45,0.5700000000000003,0.26,6.39
T N Newsprint,4692.82,475.4,4217.42,3447.65,208.16,14.23
Shakti Pumps,1370.74,66.13,1304.6100000000001,1079.7700000000002,141.71,31.44
Systematix Sec.,0.33,0.17,0.16,0.16,-0.04,-0.45
Sungold Capital,2.28,0.66,1.6199999999999997,0.8099999999999996,0.03,2.66
Saffron Industri,16.2,0.41,15.79,15.78,-1.89,-27.53
Vardhman Concr.,0.0,0.02,-0.02,1.04,-1.29,-17.69
GRM Overseas,1312.44,9.66,1302.78,1230.58,60.72,14.29
Polylink Poly.,74.66,3.37,71.28999999999999,68.03999999999999,1.73,9.03
Cont. Controls,0.0,0.04,-0.04,0.15,-0.31,-8.94
Duke Offshore,4.14,1.39,2.75,1.55,1.24,5.81
Cybele Industrie,35.48,6.6,28.879999999999995,28.049999999999997,-0.07,1.56
Navkar Urban.,18.72,0.36,18.36,16.849999999999998,1.02,1.04
Madhucon Project,1163.75,22.79,1140.96,1439.99,-60.75,-1.69
Rajesh Exports,280676.35,182.7,280493.64999999997,280165.32999999996,335.53,3.23
Esaar (India),6.52,0.46,6.06,7.6499999999999995,-0.48,7.02
Indergiri Fin.,0.79,0.92,-0.13,0.39,-0.65,-9.15
Shukra Bullions,0.59,0.11,0.48,0.47,0.02,1.39
Eveready Inds.,1314.28,160.4,1153.8799999999999,1013.56,66.76,16.01
Step Two Corp.,0.24,0.3,-0.06,1.01,-0.3,-7.93
Orient Tradelink,9.07,0.46,8.61,6.959999999999999,0.18,5.13
Mahan Industries,0.71,0.18,0.53,0.49000000000000005,-0.05,0.83
Vikas Proppant,1.55,0.11,1.44,17.51,-14.56,0.09
Softrak Venture,0.06,0.06,0.0,0.14,2.16,6.48
Hatsun Agro,7990.4,226.21,7764.19,6865.209999999999,267.29,13.65
Jyothi Infra.,0.0,0.0,0.0,0.63,-1.88,-109.57
Maruti Infra.,38.4,0.66,37.74,34.650000000000006,1.22,5.86
Jhaveri Credits,26.2,0.09,26.11,23.58,1.61,5.54
RTCL,3.86,0.2,3.6599999999999997,2.13,2.1,6.81
Coral India Fin.,27.68,1.05,26.63,5.859999999999999,20.77,14.16
Tridev Infra.,0.19,0.07,0.12,0.18,0.58,2.68
Vas Infra.,-0.42,0.45,-0.87,8.180000000000001,-62.26,
KMF Builders,20.11,0.3,19.81,19.49,0.48,5.28
Beryl Securities,0.83,0.29,0.54,0.29000000000000004,0.17,2.7
Rap Media,0.0,0.17,-0.17,0.6499999999999999,-0.79,-9.34
BAMPSL Sec.,8.38,0.07,8.31,8.450000000000001,0.39,1.29
Incon Engineers,0.0,0.35,-0.35,0.31000000000000005,-0.47,-72.73
Capri Global,2312.86,623.69,1689.17,401.10000000000014,279.41,9.49
Gogia Capital,-20.2,1.12,-21.32,1.9899999999999984,-22.46,-47.94
Gorani Industrie,42.32,4.66,37.66,34.81999999999999,1.36,12.21
Country Condo,25.32,5.0,20.32,18.91,1.61,8.16
Orosil Smiths,0.5,0.3,0.2,0.48000000000000004,-0.41,-15.48
Silver Oak (I),0.01,0.47,-0.45999999999999996,1.02,-0.88,-0.16
Suvidha Infra.,0.45,0.04,0.41000000000000003,0.6100000000000001,0.32,26.8
Marico,9653.0,743.0,8910.0,6884.0,1502.0,43.41
Tokyo Finance,0.78,0.33,0.45,0.15000000000000002,1.09,10.47
Vax Housing Fin.,0.0,0.0,0.0,0.04,0.0,0.0
Hittco Tools,5.97,1.62,4.35,3.2199999999999998,0.19,7.28
Yuvraaj Hygiene,18.97,1.89,17.08,17.319999999999997,-0.34,3.27
Bisil Plast,4.03,0.02,4.010000000000001,3.7800000000000007,0.2,21.39
Inani Securities,1.24,0.59,0.65,1.33,1.32,10.55
Vaghani Techno,0.0,0.01,-0.01,0.07,-0.1,1.25
Amerise BioScie,0.0,0.07,-0.07,0.12,-0.15,-2.73
Prithvi Exchange,4159.87,8.38,4151.49,4133.71,13.06,45.02
Rainbow Foundat.,93.48,1.06,92.42,68.96000000000001,3.82,6.52
Tricom Fruit,0.0,0.0,0.0,0.0,-0.16,
Vidhi Specialty,303.42,10.4,293.02000000000004,235.99000000000004,36.62,17.25
GACM Tech,7.21,2.93,4.279999999999999,1.8599999999999994,1.1,13.71
Prism Finance,9.16,0.49,8.67,1.1600000000000001,5.16,35.96
Greencrest Finan,39.27,0.37,38.900000000000006,35.400000000000006,1.06,4.27
Silicon Valley,0.0,0.24,-0.24,0.09000000000000002,-0.24,-80.0
Prajay Engineers,57.46,3.4,54.06,90.66,-39.85,-5.17
Biogen Pharma,2.38,0.08,2.3,0.3699999999999999,1.93,3.47
G K Consultants,1.1,0.21,0.8900000000000001,0.7000000000000002,0.14,2.73
Apollo Pipes,977.14,61.27,915.87,820.52,42.44,12.23
Poly Medicure,1375.8,245.91,1129.8899999999999,771.6599999999999,258.26,23.43
Shraddha Prime,83.81,0.72,83.09,73.38,6.56,8.55
Kachchh Minerals,2.61,0.07,2.54,1.83,0.62,32.45
Padmanabh Alloys,42.24,2.79,39.45,38.24,0.48,8.6
Kaiser Corporat.,25.58,2.06,23.52,21.46,0.56,10.19
KCL Infra,8.56,0.67,7.890000000000001,9.23,0.87,3.51
Prerna Infra.,45.35,1.17,44.18,37.6,5.39,8.48
SGN Telecoms,0.0,0.07,-0.07,0.6199999999999999,-0.62,-74.39
Ganga Papers,245.5,2.66,242.84,236.13,1.48,6.93
Tirupati Sarjan,193.76,2.4,191.35999999999999,178.69,3.95,9.19
Munoth Fin.Serv.,1.05,0.35,0.7000000000000001,0.5,0.19,1.71
Rodium Realty,47.55,0.46,47.089999999999996,42.72,1.32,4.96
Nag. Agri Tech.,2.47,0.3,2.1700000000000004,2.8000000000000003,3.58,-9.43
Natura Hue Chem,0.07,0.03,0.04000000000000001,0.07,0.12,1.12
Indus Finance,3.99,0.87,3.12,0.8500000000000001,0.75,5.71
Trinity League,0.06,0.17,-0.11000000000000001,2.77,-2.7,-59.67
Asian Star Co.,3523.3,84.05,3439.25,3321.41,77.58,6.25
Oriental Rail,526.2,22.84,503.36000000000007,436.6700000000001,30.01,12.72
Joindre Capital,41.51,6.03,35.48,24.369999999999997,0.49,12.92
Bharat Agri Fert,22.26,5.56,16.700000000000003,20.140000000000004,-3.2,1.99
Sacheta Metals,77.01,6.43,70.58000000000001,65.14000000000001,1.96,5.62
Popular Estate,0.0,0.12,-0.12,0.41000000000000003,-0.72,-1.36
Anjani Finance,0.86,0.08,0.78,0.27,0.65,4.1
Rexnord Electr.,96.29,9.82,86.47,72.32,7.51,14.98
Khandwala Sec.,8.52,2.56,5.959999999999999,5.389999999999999,0.17,1.36
CCL Internationa,35.7,0.97,34.730000000000004,30.080000000000005,1.47,4.49
Gallops Enterp.,0.08,0.03,0.05,0.04,0.01,0.67
Croissance Ltd,0.66,0.0,0.66,0.5800000000000001,0.07,1.11
Madhuveer Com,4.85,1.11,3.7399999999999993,1.8599999999999994,2.34,13.44
Galaxy Agrico,7.32,1.85,5.470000000000001,5.73,-0.56,-11.0
Dhampur.Spl.Sug.,29.23,2.27,26.96,26.220000000000002,0.93,3.15
Innocorp,0.0,0.08,-0.08,0.15000000000000002,-0.26,-9.57
Sai Capital,0.45,1.19,-0.74,20.48,-13.15,-1.99
Blue Chip India,0.0,0.1,-0.1,0.12,-2.94,-2.51
Servoteach Inds.,0.0,0.04,-0.04,0.19999999999999998,-0.24,
Vertex Secur.,8.4,2.64,5.76,5.21,0.47,5.76
Newtime Infra.,7.42,0.72,6.7,2.2800000000000002,7.93,1.97
IITL Projects,4.58,0.14,4.44,-2.3499999999999996,22.51,
Chart.Logistics,71.64,1.53,70.11,66.09,0.67,5.16
Hind Aluminium,1.33,0.57,0.7600000000000001,5.81,15.98,22.12
Spectrum Foods,21.83,0.67,21.159999999999997,18.199999999999996,1.33,104.02
Deccan Polypacks,0.0,0.0,0.0,0.07,-0.05,
Odyssey Corpn.,32.61,0.57,32.04,32.05,3.55,4.61
Inducto Steel,104.05,2.22,101.83,99.5,0.16,7.27
Sam Industries,9.91,2.18,7.73,5.5600000000000005,10.72,16.46
Shreevatsaa Fin.,0.87,0.27,0.6,0.05999999999999994,0.44,2.62
Sindhu Trade,1686.06,111.18,1574.8799999999999,1437.6899999999998,70.77,6.57
Swelect Energy,242.78,20.34,222.44,138.45999999999998,63.1,5.66
Wallfort Fin.,50.81,3.94,46.870000000000005,10.000000000000007,29.61,27.03
KDDL Ltd,1391.03,185.73,1205.3,957.39,137.45,18.13
Adinath Exim Res,1.03,0.06,0.97,0.22999999999999998,0.56,4.04
Abhinav Capital,15.29,0.54,14.75,0.5299999999999994,9.26,16.26
3B Blackbio,74.12,6.5,67.62,34.64000000000001,32.1,20.95
Monind,0.0,0.11,-0.11,0.15000000000000002,-1.97,
Indo-City Info.,20.71,0.37,20.34,19.45,0.39,9.33
SBEC Sugar,654.51,22.5,632.01,587.22,-3.29,15.16
Mega Fin (India),0.27,0.01,0.26,0.07,0.13,8.24
Brijlaxmi Leas.,3.18,0.35,2.83,0.5300000000000002,0.76,10.83
BSEL ALGO,28.11,0.41,27.7,1.2199999999999989,25.2,6.36
Bank of Baroda,118379.22,16974.58,101404.64,27404.050000000003,18868.87,6.33
Andhra Cements,268.11,13.49,254.62,257.86,-65.61,-6.33
SKM Egg Prod.,701.13,33.41,667.72,545.1700000000001,85.4,35.18
Bank of India,61073.34,9269.0,51804.34,9578.869999999995,6566.57,5.69
Indrapr.Medical,1244.7,261.61,983.09,789.73,123.96,38.08
GAIL (India),133228.46,2273.69,130954.76999999999,116658.44999999998,9902.81,14.64
Vaibhav Global,3040.96,572.21,2468.75,2200.27,126.73,14.04
Trescon,0.0,0.68,-0.68,1.2999999999999998,1.42,2.35
JK Paper,6659.23,566.2,6093.03,4477.37,1133.2,21.22
Minolta Finance,1.38,0.47,0.9099999999999999,0.8399999999999999,0.05,0.59
Omkar Pharmachem,0.54,0.16,0.38,0.09000000000000002,0.19,3.02
ICICI Bank,159515.92,19171.98,140343.94,82323.22,46080.51,8.37
Engineers India,3280.86,985.44,2295.42,1998.3500000000001,445.26,22.55
Dhanlaxmi Bank,1206.99,331.2,875.79,209.32999999999993,57.82,5.53
G M D C,2462.88,148.36,2314.52,1688.32,617.24,13.78
Gayatri Sugars,377.11,23.61,353.5,315.98,7.04,59.72
IndusInd Bank,45748.21,3895.28,41852.93,14166.95,8949.78,8.42
J & K Bank,11213.2,2578.98,8634.220000000001,1075.8900000000012,1771.22,6.23
City Union Bank,5270.57,613.81,4656.76,1020.5900000000001,1015.73,6.78
Axis Bank,112759.05,12193.68,100565.37,29226.940000000002,26492.25,7.53
HB Stockholdings,44.36,0.86,43.5,1.9200000000000017,37.54,48.35
Siel Fin. Serv.,0.0,0.19,-0.19,0.37000000000000005,-0.18,-400.0
South Ind.Bank,8612.8,1692.85,6919.949999999999,1625.9699999999993,1070.08,6.47
Energy Devl.Co.,30.01,4.24,25.770000000000003,9.540000000000003,-2.17,2.91
Bengal Tea & Fab,56.12,22.3,33.81999999999999,36.949999999999996,-3.36,2.42
Natl. Aluminium,13149.15,2034.06,11115.09,8242.18,2059.95,16.95
Nalwa Sons Invst,88.4,0.74,87.66000000000001,13.150000000000006,56.28,0.73
Apar Inds.,16152.98,288.85,15864.13,14342.419999999998,825.11,42.86
TCI Industries,1.39,1.14,0.25,1.4,-1.04,-7.83
TCFC Finance,17.47,0.83,16.64,0.5700000000000003,12.29,15.56
Geojit Fin. Ser.,623.29,220.78,402.51,165.35,149.38,18.79
BLB,314.38,1.32,313.06,308.34,2.61,4.88
KJMC Corporate,9.61,3.01,6.6,3.6099999999999994,2.3,6.45
GE Power,1624.76,398.58,1226.18,1457.27,-171.33,-25.31
Sh. Rama Multi.,177.7,19.78,157.92,142.77999999999997,9.96,9.24
Mahindra Life.,212.09,84.07,128.02,299.12,98.3,2.56
Groarc Industrie,40.67,0.12,40.550000000000004,40.510000000000005,0.27,0.77
Vaarad Ventures,0.0,0.06,-0.06,0.11000000000000001,-0.27,-1.03
Shiva Cement,346.73,16.17,330.56,291.66,-68.32,0.77
Danlaw Tech.,210.98,36.17,174.81,138.54,22.23,40.21
HB Portfolio,54.04,7.61,46.43,38.49,7.02,3.39
Transport Corp.,4024.2,223.4,3800.7999999999997,3390.2999999999997,354.5,19.92
Aksh Optifibre,220.28,22.23,198.05,182.20000000000002,-71.31,-1.82
Triven.Engg.Ind.,5220.09,374.81,4845.28,4218.87,395.16,14.78
Nagpur Power,0.0,0.92,-0.92,2.65,-0.05,-0.05
PNB Gilts,1576.36,16.58,1559.78,38.24000000000001,69.41,6.81
Ramco Inds.,1501.32,133.23,1368.09,1211.8899999999999,105.72,3.14
Tata Tele. Mah.,1191.65,70.6,1121.0500000000002,593.6300000000002,-1228.44,47.91
Sterlite Tech.,5478.0,952.0,4526.0,3956.0,-57.0,5.13
MRO-TEK Realty,35.13,5.82,29.310000000000002,22.050000000000004,3.6,7.5
I O B,24049.73,6141.11,17908.62,5596.16,2655.62,5.41
Avantel,223.92,34.2,189.71999999999997,105.31999999999996,55.45,47.5
Transcorp Intl.,2142.63,17.69,2124.94,2123.56,0.06,4.46
Smartlink Hold.,209.18,19.45,189.73000000000002,176.09000000000003,7.06,4.98
Godrej Consumer,14096.11,1249.34,12846.77,9903.300000000001,-560.55,19.33
Genus Prime,0.23,0.1,0.13,2.13,-2.0,-2.78
BF Utilities,19.4,2.01,17.39,19.18,10.09,8.61
United Spirits,11321.0,547.0,10774.0,8774.0,1408.0,28.74
Bharti Airtel,149982.4,5323.1,144659.3,66367.49999999999,8558.0,13.13
Gulshan Polyols,1377.98,31.97,1346.01,1287.85,17.64,4.31
Ponni Sug.Erode,421.31,24.25,397.06,354.0,46.86,10.35
Punjab Natl.Bank,109064.58,18646.63,90417.95,20975.910000000003,9157.15,5.46
Haz.Multi Proj.,544.56,4.79,539.77,456.17999999999995,63.77,
Kama Holdings,13440.14,965.42,12474.72,9636.669999999998,1538.74,13.59
MPF Systems,0.07,0.04,0.030000000000000006,0.32,-0.04,
Union Bank (I),100375.56,14593.23,85782.33,18723.199999999997,13797.11,6.83
United Breweries,8122.68,647.35,7475.33,6779.139999999999,410.86,13.49
Noida Tollbridg.,20.84,1.22,19.62,15.860000000000001,-31.66,-11.03
Canara Bank,110518.75,17116.01,93402.74,29030.040000000008,15400.91,6.63
Balmer Law. Inv.,2348.19,243.62,2104.57,1791.5600000000002,263.76,17.83
Pokarna,687.61,67.14,620.47,410.81000000000006,87.36,18.34
Astra Microwave,908.82,113.68,795.1400000000001,603.5500000000001,121.07,18.73
Radico Khaitan,4118.52,195.79,3922.7300000000005,3416.6600000000003,255.76,13.15
UCO Bank,21854.34,4887.88,16966.46,3628.6499999999996,1653.74,5.34
Indraprastha Gas,14000.02,226.63,13773.390000000001,11406.54,1748.08,29.32
Petronet LNG,52728.43,191.74,52536.69,47330.17,3536.2,26.39
Bank of Maha,20494.85,2839.03,17655.82,5398.52,4071.78,5.38
Ramkrishna Forg.,3954.88,207.76,3747.12,2907.7799999999997,341.44,18.66
JP Associates,6568.09,414.82,6153.27,5787.59,-1338.98,3.15
UltraTech Cem.,70908.14,3037.58,67870.56,54902.0,7003.96,15.26
Century Plyboard,3885.95,539.81,3346.14,2825.2999999999997,325.33,18.02
Welspun Enterp,2872.28,172.87,2699.4100000000003,2274.55,319.4,18.45
NTPC,178500.88,6592.03,171908.85,120816.14000000001,21332.45,10.37
Dwarikesh Sugar,1709.57,118.71,1590.86,1385.8999999999999,83.52,13.72
Impex Ferro Tech,6.38,0.57,5.81,12.8,-0.26,-260.88
Jet Airways,74.76,17.78,56.980000000000004,572.0600000000001,-662.61,
Jindal Photo,20.3,0.18,20.12,0.26000000000000156,265.55,12.15
Pondy Oxides,1523.82,24.24,1499.58,1426.9199999999998,39.52,16.08
JP Power Ven.,6762.78,133.23,6629.55,4393.39,1021.95,13.96
McNally Bharat,168.11,29.62,138.49,232.08,-883.2,
IIFL Finance,10249.43,1684.85,8564.58,2169.9799999999996,1974.22,11.8
JSW Holdings,169.56,9.0,160.56,3.069999999999993,155.56,0.7
J K Cements,11556.0,783.78,10772.22,8701.52,789.93,15.8
Yes Bank,27605.87,3887.32,23718.55,8008.629999999999,1285.2,6.29
Karnataka Bank,8298.5,1372.84,6925.66,1682.0699999999997,1306.28,6.76
Mcleod Russel,1135.89,744.08,391.81000000000006,499.9000000000001,-311.59,-6.99
Facor Alloys,153.79,12.25,141.54,164.09,-19.24,-11.85
I D F C,65.54,7.07,58.470000000000006,13.980000000000004,1045.58,8.49
Suzlon Energy,6529.09,702.9,5826.1900000000005,4797.31,660.35,24.7
Sh.Renuka Sugar,11319.0,188.3,11130.7,10456.7,-627.2,10.09
KM Sugar Mills,657.16,20.3,636.86,567.11,28.09,9.78
P B A Infra.,60.49,3.53,56.96,58.69,2.45,4.63
AIA Engineering,4853.76,171.4,4682.360000000001,3348.6000000000004,1136.99,22.75
Everest Kanto,1222.96,128.65,1094.31,933.8299999999999,97.6,11.32
Kernex Microsys.,10.78,7.98,2.799999999999999,14.899999999999999,-16.04,-19.94
Repro India,479.46,40.3,439.15999999999997,387.43999999999994,12.1,6.03
Cella Space,7.78,1.03,6.75,1.96,0.24,9.77
Guj.St.Petronet,17294.84,279.14,17015.7,13632.710000000001,2183.74,21.28
Dynemic Products,284.05,19.89,264.16,232.17000000000002,3.62,4.93
GVK Power Infra.,1080.14,19.36,1060.7800000000002,134.85000000000025,211.21,13.48
Sadbhav Engg.,1922.95,60.3,1862.65,1781.64,-779.87,2.15
Reliance Communi,383.0,38.0,345.0,356.0,-7212.0,
K E C Intl.,19914.17,1440.63,18473.539999999997,17258.969999999998,346.78,14.2
Gillanders Arbut,363.28,133.53,229.74999999999997,263.28,-48.62,-8.24
Indo Tech.Trans.,503.61,31.87,471.74,412.15,46.86,30.16
B.L.Kashyap,1244.53,220.88,1023.65,913.41,52.53,14.28
M & M Fin. Serv.,15796.85,2261.44,13535.41,3942.76,1943.05,8.74
Visa Steel,669.9,25.96,643.9399999999999,638.8299999999999,-71.89,-7.07
MPDL Ltd,7.34,1.57,5.77,12.829999999999998,18.54,12.12
Malu Paper,275.06,8.6,266.46,249.08999999999997,0.9,9.25
Uttam Sug.Mills,2046.97,107.99,1938.98,1673.17,132.21,17.85
Emk.Global Fin.,282.48,150.84,131.64000000000001,107.05000000000001,32.44,17.65
Tantia Constr.,53.05,6.69,46.36,52.269999999999996,-22.22,-1.19
Lokesh Mach.,293.54,54.04,239.50000000000003,199.18000000000004,13.85,11.42
Inditrade Cap.,167.24,48.71,118.53,89.05,3.13,8.61
Allcargo Logist.,13187.83,1944.86,11242.97,10783.32,140.0,3.15
GMR Airports Inf,8754.56,1242.16,7512.4,4546.599999999999,-827.5,6.39
CIE Automotive,9266.95,994.42,8272.53,6869.490000000001,1076.52,18.32
Volt.Transform.,1616.22,53.87,1562.3500000000001,1240.0,307.36,32.46
Atlantaa,132.77,4.27,128.5,20.349999999999994,538.74,21.14
Deep Energy,0.0,0.06,-0.06,0.6299999999999999,1.36,0.39
Action Const.Eq.,2913.8,120.66,2793.1400000000003,2389.8900000000003,328.2,42.25
GeeCee Vent.,96.68,5.29,91.39,46.43,37.22,7.18
Richa Industries,35.06,5.52,29.540000000000003,37.7,-46.19,-16.82
Gayatri Projects,1369.06,135.65,1233.4099999999999,2132.17,-1455.38,-16.57
JHS Sven.Lab.,70.8,9.21,61.589999999999996,62.519999999999996,-4.06,-1.66
DCB Bank,5362.04,796.57,4565.47,789.1600000000003,535.97,7.52
Global Vectra,502.73,113.04,389.69,303.92,1.21,7.33
GTL Infra.,1372.01,71.77,1300.24,934.3299999999999,-681.36,
Info Edg.(India),2536.34,1128.24,1408.1000000000001,709.8400000000001,594.56,4.36
Torrent Power,27183.21,611.19,26572.02,22012.84,1896.0,15.25
Parsvnath Devl.,462.19,14.04,448.15,527.31,-594.14,-5.18
L T Foods,7772.41,430.09,7342.32,6404.44,597.6,21.13
Sobha,3096.95,352.63,2744.3199999999997,2467.2999999999997,49.11,7.12
Ruchira Papers,657.6,53.33,604.27,522.5,49.19,15.8
Hubtown,257.72,17.26,240.46000000000004,342.62,-86.17,-0.04
Ahluwalia Contr.,3855.3,282.39,3572.9100000000003,3185.0800000000004,374.83,23.91
Transwar.Fin.,14.09,4.37,9.719999999999999,7.009999999999999,0.8,7.53
Indian Bank,55649.73,9322.06,46327.670000000006,11020.370000000003,8422.52,5.92
Vodafone Idea,42651.7,2122.4,40529.299999999996,23408.799999999996,-31238.4,-3.56
AMD Industries,277.74,21.14,256.6,234.99,-1.67,3.41
Lehar Footwears,194.26,11.22,183.04,164.79,6.56,9.17
Astral,5641.4,438.4,5203.0,4284.8,545.6,23.71
Indbull.RealEst.,413.8,73.19,340.61,768.72,-1038.35,-10.97
ICRA,446.11,240.36,205.75,56.99000000000001,152.24,21.44
Sahyadri Industr,634.27,40.72,593.55,527.1099999999999,26.37,9.96
Fortis Health.,6892.92,1119.53,5773.39,4505.75,645.22,10.38
Hilton Met.Forg.,138.07,3.15,134.92,120.19999999999999,6.69,9.8
Delta Corp,925.3,174.41,750.89,457.5,244.66,11.84
MIC Electronics,54.57,5.46,49.11,36.81,61.84,17.48
Asahi Songwon,426.24,20.69,405.55,387.29,15.64,1.07
Haryana Capfin,4.39,0.48,3.9099999999999997,0.1299999999999999,2.82,1.3
Time Technoplast,4992.5,237.26,4755.24,4064.43,315.89,15.98
Nelcast,1266.94,74.22,1192.72,1100.46,54.41,10.14
DLF,6427.0,545.95,5881.05,3757.4500000000003,2723.53,5.88
Tarmat,89.35,7.14,82.21,79.8,-1.13,1.45
SPARC,75.55,118.53,-42.980000000000004,360.81,-388.11,-108.93
